class_id,sign_id,visit_id,coordinates,image_path,bbox,timestamp,confidence,image_quality_index,FP,NP,Weather,Dayparts,Blur,Occlusion,visit_num_id,class_num_id
w37,1,tp_2,"[651563.4098072797, 3268838.132980086, 722.864266634]",./traffic_sign_dataset/class_56_w37/sign_1/visit_2_CD701_000052__2024-03-27_15-27-08/max_confidence_image.jpg,"[1409.1862792969, 950.6806640625, 1463.8791503906, 1003.5095214844]",2024-01-02 00:00:00,0.1559960408,31.01207437429204,1.0,0,0,0,0.0,0.0,1,56
w37,1,tp_10,"[651536.2002099869, 3268851.6839799834, 429.7054970972]",./traffic_sign_dataset/class_56_w37/sign_1/visit_10_CD701_000052__2024-03-27_15-52-44/max_confidence_image.jpg,"[1192.5749511719, 948.3363647461, 1234.0310058594, 987.8622436523]",2024-03-21 00:00:00,0.201002862,46.48790889739806,0.0,0,0,0,0.0,0.0,2,56
w37,1,tp_12,"[651334.9978369474, 3268636.9855563045, 406.2219190598]",./traffic_sign_dataset/class_56_w37/sign_1/visit_12_CD701_000052__2024-03-27_13-57-19/max_confidence_image.jpg,"[592.7559814453, 199.179473877, 846.2463378906, 438.1069335938]",2024-05-06 00:00:00,0.2237877051,37.69351910327137,1.0,0,0,0,0.0,0.0,3,56
w37,1,tp_8,"[651479.3233113792, 3268879.911429939, 149.3725838214]",./traffic_sign_dataset/class_56_w37/sign_1/visit_8_CD701_000052__2024-03-27_10-22-11/max_confidence_image.jpg,"[280.6731262207, 0.0, 414.0821228027, 90.9060821533]",2024-06-06 00:00:00,0.2133535883,41.043051006696,0.0,0,0,0,0.0,0.0,4,56
w37,1,tp_7,"[651333.120158419, 3268636.9582815766, 399.5401858091]",./traffic_sign_dataset/class_56_w37/sign_1/visit_7_CD701_000052__2024-03-27_15-27-37/max_confidence_image.jpg,"[448.5992431641, 124.1571350098, 728.42578125, 378.8577575684]",2024-08-19 00:00:00,0.32300136,36.47912514030551,1.0,0,0,0,0.0,0.0,5,56
w37,1,tp_1,"[651475.3445421234, 3268890.606287944, 286.3412707448]",./traffic_sign_dataset/class_56_w37/sign_1/visit_1_CD701_000052__2024-03-27_10-27-05/max_confidence_image.jpg,"[0.0, 1.1398258209, 107.180809021, 95.5617370605]",2024-10-12 00:00:00,0.2833498135,41.42260640226706,0.0,0,0,0,0.0,0.0,6,56
w37,1,tp_14,"[651558.2152411127, 3268846.8542133598, 526.5022486113]",./traffic_sign_dataset/class_56_w37/sign_1/visit_14_CD701_000052__2024-03-27_11-12-57/max_confidence_image.jpg,"[2595.07421875, 774.2332763672, 2682.923828125, 862.2041015625]",2024-11-05 00:00:00,0.244538451,70.36896602334454,0.0,0,0,0,0.0,0.0,7,56
w37,1,tp_17,"[651326.3826549295, 3268628.145896692, 345.3700057268]",./traffic_sign_dataset/class_56_w37/sign_1/visit_17_CD701_000052__2024-03-27_10-00-11/max_confidence_image.jpg,"[1079.3820800781, 0.0, 1420.2866210938, 157.1477966309]",2025-01-30 00:00:00,0.3280447215,34.90798087295079,1.0,0,0,0,0.0,0.0,8,56
w37,1,tp_6,"[651569.157289505, 3268996.145848274, 800.1308784485]",./traffic_sign_dataset/class_56_w37/sign_1/visit_6_CD701_000052__2024-03-27_14-59-14/max_confidence_image.jpg,"[843.3862304688, 203.034072876, 943.4880371094, 294.4727172852]",2025-04-26 00:00:00,0.3795979507,37.28953305578463,0.0,0,0,0,0.0,0.0,9,56
w37,1,tp_9,"[651445.9939511195, 3268879.5113450736, -129.3333037794]",./traffic_sign_dataset/class_56_w37/sign_1/visit_9_CD701_000052__2024-03-27_11-42-13/max_confidence_image.jpg,"[936.3493652344, 287.3979492188, 1032.2581787109, 376.1711425781]",2025-05-07 00:00:00,0.3012939095,45.96916809959177,0.0,0,0,0,0.0,0.0,10,56
w37,1,tp_3,"[651326.1757205725, 3268634.2401020527, 361.8532524109]",./traffic_sign_dataset/class_56_w37/sign_1/visit_3_CD701_000052__2024-03-27_12-03-27/max_confidence_image.jpg,"[1244.4641113281, 1.521446228, 1536.2741699219, 259.6957092285]",2025-07-14 00:00:00,0.512119471,33.15415184514424,1.0,0,0,0,0.0,0.0,11,56
w37,1,tp_11,"[651333.8276589923, 3268624.853916347, 391.3970235586]",./traffic_sign_dataset/class_56_w37/sign_1/visit_11_CD701_000052__2024-03-27_15-00-11/max_confidence_image.jpg,"[2079.3779296875, 471.8608398438, 2237.5595703125, 622.4436645508]",2025-08-30 00:00:00,0.2340527523,37.93274187772769,1.0,0,0,0,0.0,0.0,12,56
w37,1,tp_16,"[651419.5593185332, 3268820.7002363577, -644.6023209244]",./traffic_sign_dataset/class_56_w37/sign_1/visit_16_CD701_000052__2024-03-27_12-03-02/max_confidence_image.jpg,"[1234.4213867188, 917.5347290039, 1282.9208984375, 961.2079467773]",2025-09-08 00:00:00,0.1543551553,38.895827240534885,0.0,0,0,0,0.0,0.0,13,56
w37,1,tp_4,"[651271.1019773334, 3268609.54328645, 1125.5507795811]",./traffic_sign_dataset/class_56_w37/sign_1/visit_4_CD701_000052__2024-03-27_10-14-17/max_confidence_image.jpg,"[2721.5131835938, 794.4739379883, 2783.2314453125, 849.7128295898]",2025-11-15 00:00:00,0.1310835555,35.5156333579782,1.0,0,0,0,0.0,0.0,14,56
w37,1,tp_5,"[651575.2583431005, 3269000.972716093, 842.9095973969]",./traffic_sign_dataset/class_56_w37/sign_1/visit_5_CD701_000052__2024-03-27_15-26-40/max_confidence_image.jpg,"[761.5538330078, 199.9133605957, 863.3501586914, 291.8212280273]",2026-01-24 00:00:00,0.2612728874,49.04353177211144,1.0,0,0,0,0.0,0.0,15,56
w37,1,tp_15,"[651575.1335074157, 3268993.2941524982, 785.2197596431]",./traffic_sign_dataset/class_56_w37/sign_1/visit_15_CD701_000052__2024-03-27_13-56-06/max_confidence_image.jpg,"[0.0, 29.1936035156, 97.2653045654, 139.1543426514]",2026-03-30 00:00:00,0.2826519236,42.28269551140406,0.0,0,0,0,0.0,0.0,16,56
w37,1,tp_13,"[651335.5531700469, 3268611.986478967, 331.4922968447]",./traffic_sign_dataset/class_56_w37/sign_1/visit_13_CD701_000052__2024-03-22_13-15-35/max_confidence_image.jpg,"[2426.2724609375, 789.8003540039, 2508.8532714844, 865.6459350586]",2026-06-03 00:00:00,0.2320193074,40.03176779834595,1.0,0,0,0,0.0,0.0,17,56
i5,9,tp_3,"[649464.3270155564, 3253044.663370176, 382.4915729668]",./traffic_sign_dataset/class_2_i5/sign_9/visit_3_CD701_000052_2024-03-19_14-23-24/max_confidence_image.jpg,"[0.0, 697.6448974609, 65.8024597168, 840.1224365234]",2024-02-29 00:00:00,0.3460387945,40.39265309219465,0.0,0,0,0,0.0,1.0,1,2
i5,9,tp_1,"[649726.3753570691, 3253434.3142076116, 700.0738425255]",./traffic_sign_dataset/class_2_i5/sign_9/visit_1_CD701_000052_2024-03-19_16-25-34/max_confidence_image.jpg,"[1448.1075439453, 950.3693847656, 1496.6147460938, 999.9342041016]",2024-05-21 00:00:00,0.3198649848,32.82050912251063,0.0,0,0,0,0.0,0.0,2,2
i5,9,tp_2,"[649408.9140134864, 3252936.881542868, 17.7242437601]",./traffic_sign_dataset/class_2_i5/sign_9/visit_2_CD701_000052_2024-03-19_16-55-04/max_confidence_image.jpg,"[1348.8022460938, 953.6784667969, 1386.6228027344, 991.9456787109]",2024-07-07 00:00:00,0.3095591259,42.88163225998037,0.0,0,0,0,0.0,0.0,3,2
i5,6,tp_5,"[649421.1286993027, 3252973.4317280054, 154.8616943359]",./traffic_sign_dataset/class_2_i5/sign_6/visit_5_CD701_000052_2024-03-19_14-22-36/max_confidence_image.jpg,"[985.6078491211, 856.4082641602, 1042.1899414062, 912.8069458008]",2024-03-12 00:00:00,0.3266211568,32.97909169991428,0.0,0,0,0,0.0,0.0,1,2
i5,6,np_1,"[0, 0, 0]",./traffic_sign_dataset/class_2_i5/sign_6/np_1/8319369278.jpg,"[686, 846, 754, 904]",2024-04-19 00:00:00,0.2,33.88609903701612,0.0,1,0,0,0.0,0.0,2,2
i5,6,tp_1,"[649728.2745197341, 3253399.2793609183, 708.4895081371]",./traffic_sign_dataset/class_2_i5/sign_6/visit_1_CD701_000052_2024-03-19_16-25-34/max_confidence_image.jpg,"[92.0474853516, 748.977355957, 210.0647888184, 870.1127929688]",2024-07-09 00:00:00,0.7889039324,32.77951585776063,0.0,0,0,0,0.0,0.0,3,2
i5,6,tp_2,"[649408.7128944397, 3252814.36378479, 681.236328125]",./traffic_sign_dataset/class_2_i5/sign_6/visit_2_CD701_000052_2024-03-19_14-21-49/max_confidence_image.jpg,"[1937.5081787109, 892.8497314453, 1968.3709716797, 929.9714355469]",2024-09-27 00:00:00,0.2841832439,36.48596020688339,1.0,0,0,0,0.0,0.0,4,2
i5,6,np_2,"[0, 0, 0]",./traffic_sign_dataset/class_2_i5/sign_6/np_2/17495105835.jpg,"[0, 695, 110, 857]",2024-11-13 00:00:00,0.2,40.73295382862793,0.0,1,0,0,0.0,0.0,5,2
i5,6,tp_4,"[649463.4045643806, 3253031.701282263, 380.5027828217]",./traffic_sign_dataset/class_2_i5/sign_6/visit_4_CD701_000052_2024-03-19_16-55-55/max_confidence_image.jpg,"[142.2421569824, 741.8845825195, 268.4399108887, 868.2588500977]",2025-01-26 00:00:00,0.9595521375,38.10066370804495,0.0,0,0,0,0.0,0.0,6,2
i5,6,tp_7,"[649417.1604500115, 3252985.3026377596, 157.9014767408]",./traffic_sign_dataset/class_2_i5/sign_6/visit_7_CD701_000052_2024-03-19_14-23-00/max_confidence_image.jpg,"[581.557434082, 809.7094116211, 668.6883544922, 895.4507446289]",2025-02-20 00:00:00,0.652698487,33.96329926393011,0.0,0,0,0,0.0,0.0,7,2
i5,6,tp_3,"[649403.6387122273, 3252986.0358928777, 67.9540820718]",./traffic_sign_dataset/class_2_i5/sign_6/visit_3_CD701_000052_2024-03-19_16-55-04/max_confidence_image.jpg,"[503.0267944336, 743.2161865234, 592.9641723633, 831.015625]",2025-03-01 00:00:00,0.7430526617,42.02782913939481,0.0,0,0,0,0.0,0.0,8,2
i5,6,tp_6,"[649437.2570495605, 3253020.2571020387, 273.8165436983]",./traffic_sign_dataset/class_2_i5/sign_6/visit_6_CD701_000052_2024-03-19_14-23-24/max_confidence_image.jpg,"[326.4524841309, 730.5626831055, 429.242980957, 833.3916625977]",2025-03-07 00:00:00,0.8965592631,37.53828505393355,0.0,0,0,0,0.0,0.0,9,2
i5,5,tp_1,"[641538.2497537732, 3288635.4206093475, -179.5167121887]",./traffic_sign_dataset/class_2_i5/sign_5/visit_1_CD701_000013_2024-05-01_16-31-48/max_confidence_image.jpg,"[1186.5073242188, 895.5329589844, 1253.6245117188, 966.1542358398]",2024-03-10 00:00:00,0.8898258067,53.330078864763294,0.0,0,rain,0,0.0,0.0,1,2
i5,5,tp_3,"[641697.2187508829, 3288664.0868477263, 996.4973689914]",./traffic_sign_dataset/class_2_i5/sign_5/visit_3_CD701_000013_2024-05-01_16-31-21/max_confidence_image.jpg,"[1236.2583007812, 888.8875732422, 1276.1485595703, 930.0718994141]",2024-03-26 00:00:00,0.2951151526,51.2674726922173,0.0,0,rain,0,0.0,0.0,2,2
i5,5,tp_4,"[641620.6431970634, 3288668.920769846, 839.5122232884]",./traffic_sign_dataset/class_2_i5/sign_5/visit_4_CD701_000013_2024-05-01_16-32-12/max_confidence_image.jpg,"[560.9071655273, 906.0476074219, 679.789855957, 1029.6533203125]",2024-05-14 00:00:00,0.949567332,55.857525263048245,0.0,0,rain,0,0.0,0.0,3,2
i5,5,tp_2,"[641583.973815918, 3288659.783273697, 606.8333969116]",./traffic_sign_dataset/class_2_i5/sign_5/visit_2_CD701_000013_2024-05-01_15-58-22/max_confidence_image.jpg,"[1234.3287353516, 719.6615600586, 1328.9357910156, 819.5336303711]",2024-05-25 00:00:00,0.9650385499,46.09360883213751,0.0,0,rain,0,0.0,0.0,4,2
i5,10,tp_5,"[649450.2125015259, 3252981.5215702057, 398.955078125]",./traffic_sign_dataset/class_2_i5/sign_10/visit_5_CD701_000052_2024-03-19_14-22-36/max_confidence_image.jpg,"[984.3652954102, 863.3611450195, 1042.345703125, 922.5985107422]",2024-01-22 00:00:00,0.1526374231,33.03343943964748,0.0,0,0,0,0.0,0.0,1,2
i5,10,tp_1,"[649727.3583499081, 3253403.8760080235, 693.9838371798]",./traffic_sign_dataset/class_2_i5/sign_10/visit_1_CD701_000052_2024-03-19_16-25-34/max_confidence_image.jpg,"[0.1056747437, 746.5292358398, 57.7202529907, 880.6228637695]",2024-03-10 00:00:00,0.1792290844,35.13335718245875,0.0,0,0,0,0.0,0.0,2,2
i5,10,tp_2,"[649372.3736184463, 3252638.0015188456, 1161.4136047363]",./traffic_sign_dataset/class_2_i5/sign_10/visit_2_CD701_000052_2024-03-19_14-21-49/max_confidence_image.jpg,"[1923.2312011719, 841.754699707, 1977.1950683594, 897.3717041016]",2024-04-25 00:00:00,0.473436094,36.802832471131154,1.0,0,0,0,0.0,0.0,3,2
i5,10,tp_4,"[649456.1552640382, 3253067.2201362387, 358.5847859653]",./traffic_sign_dataset/class_2_i5/sign_10/visit_4_CD701_000052_2024-03-19_16-55-55/max_confidence_image.jpg,"[2270.2395019531, 1000.2268066406, 2350.1047363281, 1068.5053710938]",2024-05-22 00:00:00,0.5524443686,38.16291134719924,1.0,0,0,0,0.0,0.0,4,2
i5,10,tp_7,"[649443.725040555, 3252979.951594144, 345.0338001251]",./traffic_sign_dataset/class_2_i5/sign_10/visit_7_CD701_000052_2024-03-19_14-23-00/max_confidence_image.jpg,"[984.2712402344, 863.6755371094, 1043.2019042969, 923.0035400391]",2024-08-16 00:00:00,0.1658205663,33.2378405920492,0.0,0,0,0,0.0,0.0,5,2
i5,10,tp_3,"[649376.1678745449, 3252925.9049814194, -391.6359927654]",./traffic_sign_dataset/class_2_i5/sign_10/visit_3_CD701_000052_2024-03-19_16-55-04/max_confidence_image.jpg,"[1219.333984375, 831.3883666992, 1267.8857421875, 876.5892333984]",2024-09-20 00:00:00,0.2099600267,40.92637300355702,0.0,0,0,0,0.0,0.0,6,2
i5,10,tp_6,"[649457.1017804041, 3253071.683778816, 359.0187652502]",./traffic_sign_dataset/class_2_i5/sign_10/visit_6_CD701_000052_2024-03-19_14-23-24/max_confidence_image.jpg,"[2463.0502929688, 1001.3651123047, 2553.0112304688, 1071.5860595703]",2024-12-19 00:00:00,0.4325869326,37.01377723042171,1.0,0,0,0,0.0,0.0,7,2
i5,4,tp_2,"[651389.8261265978, 3269424.4909407664, -108.5559027195]",./traffic_sign_dataset/class_2_i5/sign_4/visit_2_CD701_000052__2024-03-27_11-10-59/max_confidence_image.jpg,"[1721.4591064453, 46.2793235779, 1923.8558349609, 245.9337615967]",2024-02-06 00:00:00,0.8729003085,42.516878996616896,0.0,0,0,0,0.0,0.0,1,2
i5,4,tp_7,"[651378.6227609664, 3269429.7741080076, -86.4050307572]",./traffic_sign_dataset/class_2_i5/sign_4/visit_7_CD701_000052__2024-03-27_10-35-52/max_confidence_image.jpg,"[1564.0393066406, 279.3002319336, 1707.3405761719, 426.9099121094]",2024-02-26 00:00:00,0.8746126229,39.09759422007457,0.0,0,0,0,0.0,0.0,2,2
i5,4,tp_13,"[651392.8654869432, 3269424.4958633147, -118.9821498692]",./traffic_sign_dataset/class_2_i5/sign_4/visit_13_CD701_000052__2024-03-27_10-12-22/max_confidence_image.jpg,"[1872.2043457031, 45.8586730957, 2071.4619140625, 245.1601409912]",2024-03-25 00:00:00,0.8405371607,46.250068554378885,0.0,0,0,0,0.0,0.0,3,2
i5,4,tp_1,"[651486.2822818756, 3269578.8691194057, 1155.3726882935]",./traffic_sign_dataset/class_2_i5/sign_4/visit_1_CD701_000052__2024-03-27_11-11-29/max_confidence_image.jpg,"[2714.7253417969, 895.1152954102, 2769.6767578125, 953.1022338867]",2024-05-08 00:00:00,0.3476399295,29.608779981934703,1.0,0,0,0,0.0,0.0,4,2
i5,4,tp_8,"[650972.7469804585, 3269134.156688884, 2274.2309049368]",./traffic_sign_dataset/class_2_i5/sign_4/visit_8_CD701_000052__2024-03-27_13-38-56/max_confidence_image.jpg,"[3810.544921875, 1528.3811035156, 3840.0, 1646.0183105469]",2024-05-22 00:00:00,0.1323422914,39.934544203215154,1.0,0,0,0,0.0,0.0,5,2
i5,4,tp_3,"[651379.7940090653, 3269439.2063398063, 89.3962171078]",./traffic_sign_dataset/class_2_i5/sign_4/visit_3_CD701_000052__2024-03-27_10-40-49/max_confidence_image.jpg,"[1556.3387451172, 335.5657653809, 1694.267578125, 474.6369018555]",2024-06-03 00:00:00,0.9433144989,44.11037175433793,0.0,0,0,0,0.0,0.0,6,2
i5,4,tp_5,"[651492.0681912526, 3269576.6531800516, 1177.0176793039]",./traffic_sign_dataset/class_2_i5/sign_4/visit_5_CD701_000052__2024-03-27_11-41-15/max_confidence_image.jpg,"[2448.3984375, 936.3557739258, 2499.0893554688, 994.514465332]",2024-07-22 00:00:00,0.520682919,39.17635375856512,1.0,0,0,0,0.0,0.0,7,2
i5,4,tp_11,"[651396.3356673503, 3269427.124330722, -77.8975946605]",./traffic_sign_dataset/class_2_i5/sign_4/visit_11_CD701_000052__2024-03-27_10-20-44/max_confidence_image.jpg,"[1782.1237792969, 58.7286720276, 1979.5640869141, 257.3027954102]",2024-08-04 00:00:00,0.878789088,45.43404351799447,0.0,0,0,0,0.0,0.0,8,2
i5,4,tp_10,"[651383.3917654529, 3269437.094412178, 29.442591995]",./traffic_sign_dataset/class_2_i5/sign_4/visit_10_CD701_000052__2024-03-27_10-26-06/max_confidence_image.jpg,"[1244.6678466797, 95.162399292, 1437.6331787109, 285.7595214844]",2024-09-19 00:00:00,0.9358190463,39.77735274056053,0.0,0,0,0,0.0,0.0,9,2
i5,4,tp_14,"[651390.5664996617, 3269423.4027838707, -108.6491284966]",./traffic_sign_dataset/class_2_i5/sign_4/visit_14_CD701_000052__2024-03-27_11-40-45/max_confidence_image.jpg,"[1804.8145751953, 42.0741691589, 2004.4797363281, 242.056640625]",2024-11-03 00:00:00,0.8681521195,44.34087900065239,0.0,0,0,0,0.0,0.0,10,2
i5,4,tp_6,"[651393.2620029896, 3269423.552267555, -131.8998983502]",./traffic_sign_dataset/class_2_i5/sign_4/visit_6_CD701_000052__2024-03-27_12-01-39/max_confidence_image.jpg,"[1704.8822021484, 284.0881958008, 1852.0777587891, 438.6741027832]",2025-01-20 00:00:00,0.8463750714,45.53123405471817,0.0,0,0,0,0.0,0.0,11,2
i5,4,tp_9,"[651888.7741605081, 3269730.9421375953, 1254.8139358759]",./traffic_sign_dataset/class_2_i5/sign_4/visit_9_CD701_000052__2024-03-27_11-45-08/max_confidence_image.jpg,"[2086.3452148438, 778.4609375, 2173.615234375, 884.2874755859]",2025-02-23 00:00:00,0.1913444865,38.84530096236833,1.0,0,0,0,0.0,0.0,12,2
i5,4,tp_4,"[651398.89631721, 3269435.6199053936, 20.9011793733]",./traffic_sign_dataset/class_2_i5/sign_4/visit_4_CD701_000052__2024-03-27_12-07-50/max_confidence_image.jpg,"[1537.8028564453, 205.6763305664, 1710.0153808594, 386.5061645508]",2025-03-01 00:00:00,0.862501337,43.51936619060516,0.0,0,0,0,0.0,0.0,13,2
i5,4,tp_12,"[651878.8794602174, 3269730.9206386693, 1319.8339791298]",./traffic_sign_dataset/class_2_i5/sign_4/visit_12_CD701_000052__2024-03-27_10-10-53/max_confidence_image.jpg,"[1925.1646728516, 837.4240722656, 1995.2786865234, 916.9546508789]",2025-04-29 00:00:00,0.3290319242,47.480260211827016,1.0,0,0,0,0.0,0.0,14,2
i5,8,np_1,"[0, 0, 0]",./traffic_sign_dataset/class_2_i5/sign_8/np_1/9210501980.jpg,"[5, 508, 72, 731]",2024-01-31 00:00:00,0.2,29.70479426808308,0.0,1,0,0,0.0,0.0,1,2
